"","id","sales","price","brand","feat"
"9335",8507,3200,2.91,"tropicana",0
"9336",2791,7744,3.01,"minute.maid",0
"9337",10268,16449,1.97,"minute.maid",0
"9340",8807,11967,1.49,"dominicks",0
"9341",12472,36928,1.86,"dominicks",1
"9342",9304,2880,1.77,"dominicks",0
"9344",9235,8767,2.84,"tropicana",0
"9345",3817,14078,3.67,"tropicana",0
"9346",792,6209,3.67,"tropicana",0
"9347",9734,4481,3.19,"tropicana",0
"9348",2047,26432,1.89,"minute.maid",1
"9349",6782,5120,2.88,"minute.maid",0
"9351",610,10817,1.69,"dominicks",0
"9352",4122,11456,NA,"tropicana",0
"9353",9039,9025,1.63,"dominicks",0
"9354",1915,38144,1.92,"minute.maid",1
"9355",7791,3456,2.59,"minute.maid",0
"9356",11649,5376,2.31,"tropicana",0
"9357",11325,2303,NA,"tropicana",0
"9358",7716,8256,3.04,"tropicana",0
"9360",12750,33090,2.22,"minute.maid",1
"9365",2226,7041,2.33,"tropicana",0
"9366",1109,6591,2.08,"minute.maid",0
"9367",2592,2111,2.3,"dominicks",0
"9370",11808,43135,2.01,"minute.maid",1
"9371",1638,9664,2.87,"tropicana",0
"9372",11583,12544,1.89,"dominicks",0
"9373",10060,7681,1.68,"minute.maid",0
"9374",563,25537,2.13,"tropicana",0
"9375",5536,8896,3.29,"tropicana",1
"9376",7369,6400,2.26,"dominicks",0
"9377",2590,11905,2.24,"tropicana",0
"9379",4997,12479,1.61,"dominicks",0
"9383",8896,5121,3.56,"tropicana",0
"9387",10727,9152,3.09,"minute.maid",0
"9388",8310,4097,2.35,"minute.maid",0
"9389",4339,30207,0.84,"dominicks",0
"9390",3082,3200,2.67,"minute.maid",0
"9393",9914,6079,3.58,"tropicana",0
"9394",507,9921,2.21,"minute.maid",0
"9397",12309,10750,2.01,"tropicana",0
"9398",5844,6208,3.05,"tropicana",0
"9399",9626,51200,2.06,"minute.maid",1
"9400",4314,7937,3.52,"tropicana",0
"9401",4365,9023,1.49,"dominicks",0
"9402",5738,21698,1.96,"minute.maid",1
"9403",7686,7105,1.97,"minute.maid",0
"9404",11939,1601,2.33,"dominicks",1
"9405",6205,8704,3.28,"tropicana",1
"9406",11797,42239,2.05,"minute.maid",1
"9408",7430,9217,3.21,"tropicana",0
"9409",3198,25793,2.24,"tropicana",1
"9410",12440,7359,2.08,"minute.maid",0
"9411",6584,7360,1.91,"minute.maid",0
"9412",3848,12097,2.96,"tropicana",0
"9413",1104,9600,2.63,"tropicana",0
"9415",8551,4033,2.75,"minute.maid",0
"9416",10115,7231,1.95,"minute.maid",0
"9417",1246,8383,1.7,"dominicks",0
"9419",10381,23295,1.12,"dominicks",0
"9420",10072,2497,1.52,"dominicks",0
"9422",8698,1855,2.19,"minute.maid",0
"9423",6384,51201,2.12,"tropicana",0
"9425",8733,5312,NA,"tropicana",1
"9426",3519,5760,2.02,"dominicks",1
"9427",1191,67903,1.97,"tropicana",1
"9428",5042,29183,2.12,"minute.maid",1
"9429",7360,13312,2.7,"tropicana",0
"9430",8051,46016,2.66,"minute.maid",1
"9431",277,5824,2.86,"minute.maid",0
"9432",10576,91968,0.82,"dominicks",1
"9433",11936,5568,2.18,"tropicana",0
"9434",11042,9538,3.05,"tropicana",0
"9435",9382,11583,1.73,"dominicks",1
"9436",11897,4162,2.4,"dominicks",0
"9437",12328,1344,2.07,"dominicks",0
"9438",2576,4159,2.99,"tropicana",0
"9439",9732,21057,2.06,"minute.maid",1
"9443",8642,11329,3.06,"tropicana",0
"9444",6911,8768,1.96,"tropicana",0
"9445",11096,60801,1.63,"dominicks",1
"9446",924,52289,1.48,"dominicks",0
"9447",8112,139968,0.98,"dominicks",1
"9448",7641,12290,2.36,"minute.maid",0
"9449",2119,53696,NA,"minute.maid",1
"9451",2193,30656,1.41,"minute.maid",1
"9453",10405,28865,1.72,"dominicks",0
"9455",9069,40448,1.56,"dominicks",1
"9456",6193,2496,3.14,"tropicana",0
"9457",12344,10049,2,"dominicks",0
"9458",6715,23169,1.95,"minute.maid",1
"9459",7755,8385,2.02,"dominicks",0
"9461",1784,4288,3.58,"tropicana",0
"9462",6689,28991,1.7,"tropicana",0
"9463",9698,5313,3.44,"tropicana",0
"9464",12700,9407,2.1,"minute.maid",1
"9465",4739,13950,2.15,"minute.maid",1
"9466",6185,4224,2.38,"minute.maid",0
"9467",4139,10177,2.83,"tropicana",0
"9468",1860,3393,2.83,"minute.maid",0
"9469",702,2942,3.11,"minute.maid",0
"9470",1003,4223,3.33,"tropicana",0
"9471",483,6786,1.97,"dominicks",0
"9472",890,75520,2.01,"tropicana",1
"9473",8232,12289,2.37,"tropicana",0
"9475",192,9985,3.05,"tropicana",0
"9476",8961,7937,3.27,"tropicana",0
"9477",3971,3392,3.12,"tropicana",0
"9478",12381,46976,1.51,"minute.maid",1
"9480",1019,2750,1.51,"dominicks",0
"9481",3918,18369,3.4,"tropicana",0
"9483",4669,2752,2.27,"minute.maid",0
"9484",10804,7615,3.45,"tropicana",0
"9487",996,5698,2.46,"minute.maid",1
"9488",10356,91393,1.22,"minute.maid",1
"9489",8935,13825,2.91,"tropicana",1
"9490",8011,4032,3.28,"tropicana",0
"9491",9905,2623,3.64,"tropicana",0
"9492",4388,4481,2.49,"dominicks",0
"9493",10368,6848,3.15,"tropicana",0
"9494",8105,5634,2.17,"tropicana",0
"9495",2532,7681,3.52,"tropicana",0
"9496",5023,2881,2.59,"dominicks",0
"9497",11458,15295,1.76,"minute.maid",1
"9498",4817,5441,2.02,"minute.maid",0
"9499",6861,7168,3.37,"tropicana",0
"9500",2122,8960,3.67,"tropicana",0
"9501",5056,1538,NA,"tropicana",0
"9502",6237,30207,2.02,"minute.maid",0
"9505",9634,24640,0.96,"dominicks",0
"9506",12321,47104,1.52,"dominicks",1
"9507",3677,3263,2.56,"minute.maid",1
"9508",9201,13441,2.35,"tropicana",1
"9509",10117,5951,2.71,"minute.maid",0
"9510",1551,5631,1.74,"minute.maid",0
"9512",7978,3327,3.09,"minute.maid",0
"9516",12169,10433,2.88,"tropicana",0
"9517",6423,2624,1.42,"dominicks",0
"9521",9896,98497,1.74,"minute.maid",1
"9522",4368,49216,1.73,"dominicks",0
"9523",1838,6655,2.19,"minute.maid",0
"9524",9268,6273,2.41,"minute.maid",0
"9525",3094,4478,3.64,"tropicana",0
"9526",7361,12481,1.98,"dominicks",0
"9528",6317,8832,3.14,"tropicana",0
"9529",4036,22080,1.51,"dominicks",1
"9530",1199,4161,2.16,"minute.maid",1
"9532",3121,113665,1.36,"minute.maid",1
"9533",3587,20801,1.42,"dominicks",1
"9534",10831,10945,2.08,"minute.maid",0
"9535",2433,19776,3.09,"tropicana",0
"9536",9659,4479,2.9,"tropicana",0
"9538",626,14849,2.18,"tropicana",1
"9539",12236,18496,1.61,"dominicks",0
"9540",12649,8511,1.86,"minute.maid",0
"9541",12826,23169,1.93,"minute.maid",1
"9542",7672,43521,1.95,"minute.maid",1
"9543",3524,6015,2.61,"minute.maid",0
"9544",8837,206721,1.79,"minute.maid",1
"9545",5303,2048,2.3,"dominicks",0
"9546",4748,2175,2.71,"minute.maid",0
"9547",2310,3135,2.57,"minute.maid",0
"9548",10864,3968,1.38,"dominicks",0
"9549",3130,3840,2.76,"dominicks",0
"9550",1777,3583,2.91,"tropicana",0
"9551",12660,3711,3.61,"tropicana",0
"9552",10640,5888,1.74,"minute.maid",0
"9553",3066,3007,1.79,"dominicks",0
"9555",4065,4545,2.31,"minute.maid",0
"9556",1343,12161,2.07,"minute.maid",1
"9557",4592,11329,1.58,"dominicks",0
"9558",4909,11839,3.1,"minute.maid",0
"9559",8197,29696,1.99,"tropicana",1
"9560",3388,8320,2.05,"minute.maid",0
"9561",7291,3328,1.59,"dominicks",0
"9562",1614,13120,3,"tropicana",0
"9563",9878,4031,2.61,"minute.maid",0
"9565",7533,21248,0.91,"dominicks",0
"9567",6611,8896,3.68,"tropicana",0
"9569",9646,5310,3.21,"tropicana",0
"9571",1756,78528,1.49,"dominicks",1
"9572",5385,32384,2.44,"tropicana",0
"9573",10610,1343,2.19,"dominicks",0
"9575",3785,3713,1.67,"dominicks",0
"9576",1292,51392,1.53,"dominicks",1
"9577",9562,129537,0.84,"dominicks",1
"9578",2022,16062,1.41,"dominicks",0
"9581",3828,1151,2.34,"dominicks",0
"9583",234,9089,2.83,"minute.maid",0
"9584",7826,42370,2.05,"tropicana",1
"9585",3635,16255,3.09,"tropicana",0
"9586",7137,19584,1.79,"minute.maid",1
"9587",12405,11264,1.72,"dominicks",0
"9588",5372,16705,1.83,"dominicks",0
"9589",900,46335,2.06,"tropicana",0
"9590",5395,5504,2.43,"tropicana",1
"9591",7717,3391,2.39,"minute.maid",0
"9592",2704,769,1.4,"dominicks",0
"9594",10126,4226,2.71,"tropicana",0
"9595",5289,12927,3.24,"tropicana",0
"9596",3236,27583,1.73,"dominicks",1
"9598",11702,36160,0.94,"dominicks",1
"9600",7138,7361,3.02,"tropicana",0
"9602",10098,2431,3,"tropicana",0
"9603",2525,2942,3.45,"tropicana",0
"9604",12065,11073,0.92,"dominicks",1
"9605",8173,103937,1.26,"dominicks",0
"9606",1546,14591,2.28,"tropicana",0
"9607",8662,6848,2.89,"tropicana",0
"9608",12210,8382,1.98,"dominicks",0
"9609",10893,2048,2.59,"minute.maid",0
"9611",8836,3775,2.28,"minute.maid",0
"9612",6912,9090,2.39,"tropicana",0
"9613",12535,22080,1.67,"minute.maid",1
"9615",8392,7872,3.27,"tropicana",0
"9616",10950,9602,3.39,"tropicana",0
"9617",3407,17343,2.21,"minute.maid",1
"9618",7259,6273,3.11,"tropicana",0
"9619",1235,8511,2.29,"tropicana",0
"9620",7884,6913,3.02,"tropicana",0
"9624",4324,1920,1.99,"dominicks",0
"9625",10616,8194,NA,"minute.maid",0
"9626",2076,4671,2.63,"dominicks",0
"9627",7837,1343,2.63,"dominicks",0
"9630",9893,12606,1.98,"minute.maid",0
"9631",5972,3968,2.2,"minute.maid",0
"9632",1095,4800,2.99,"tropicana",0
"9633",1924,4994,2.19,"tropicana",0
"9635",9500,5759,2.69,"tropicana",0
"9636",3564,18432,1.44,"dominicks",0
"9638",11969,42495,1.95,"minute.maid",1
"9639",6028,18239,1.91,"minute.maid",1
"9640",7779,1920,1.78,"dominicks",1
"9641",3624,6336,3.68,"tropicana",0
"9642",4881,3008,3.69,"tropicana",0
"9643",11367,2561,2.69,"dominicks",0
"9644",9552,13375,1.24,"dominicks",0
"9645",11732,8254,NA,"dominicks",0
"9646",8924,4802,1.88,"dominicks",0
"9648",6859,40320,1.93,"minute.maid",1
"9650",10550,5505,2.71,"tropicana",0
"9651",981,7168,2.91,"tropicana",0
"9652",7273,12161,1.47,"dominicks",1
"9653",6719,7169,3.53,"tropicana",0
"9655",12659,66881,1.8,"tropicana",1
"9657",11337,3008,1.63,"dominicks",0
"9658",4947,14784,3.27,"tropicana",0
"9660",7780,33857,2.04,"minute.maid",0
"9662",4940,7744,2.68,"minute.maid",0
"9663",7832,6400,2.23,"minute.maid",0
"9664",12060,66558,2.16,"tropicana",1
"9665",2113,13122,1.89,"tropicana",0
"9666",12100,34048,2.26,"tropicana",1
"9667",6764,11584,1.43,"minute.maid",0
"9668",5356,11904,1.64,"dominicks",0
"9669",6242,3711,1.91,"dominicks",0
"9670",7310,26303,1.59,"dominicks",0
"9672",7864,4799,1.89,"dominicks",0
"9673",4860,3264,1.73,"dominicks",0
"9674",2657,6463,3.11,"tropicana",0
"9675",5648,1152,1.91,"dominicks",0
"9676",280,13121,2.56,"tropicana",1
"9677",7960,24448,2.09,"minute.maid",1
"9678",6040,55679,2,"minute.maid",1
"9679",1371,5123,1.83,"dominicks",1
"9682",4151,12290,2.57,"tropicana",1
"9683",8292,5375,2.88,"tropicana",0
"9686",1313,21823,1.3,"dominicks",1
"9688",10509,24320,1.68,"minute.maid",0
"9689",10797,11008,1.66,"dominicks",1
"9690",8354,4673,3.07,"tropicana",0
"9691",5517,4927,2.17,"minute.maid",0
"9693",3923,6336,3.05,"tropicana",0
"9694",6827,17537,1.49,"dominicks",0
"9695",7134,3328,2.65,"minute.maid",0
"9696",12146,2943,2.81,"minute.maid",0
"9698",172,12097,1.71,"dominicks",0
"9699",5414,3841,2.33,"dominicks",0
"9700",8470,11839,2.12,"minute.maid",0
"9701",8999,4928,3.25,"tropicana",1
"9702",2416,19009,1.66,"dominicks",1
"9703",9916,14209,1.95,"minute.maid",0
"9704",3973,4480,3.45,"tropicana",0
"9705",11618,4417,3.05,"tropicana",0
"9706",2892,3776,2.08,"minute.maid",0
"9707",6668,45695,2.03,"minute.maid",1
"9708",6151,11778,1.82,"tropicana",0
"9709",8334,18048,1.95,"minute.maid",0
"9711",2822,8576,2.57,"tropicana",0
"9712",422,38910,1.27,"dominicks",1
"9713",6903,8256,2.68,"tropicana",0
"9716",12064,45183,2.27,"tropicana",0
"9718",3994,6978,1.41,"dominicks",0
"9719",11044,5314,3.54,"tropicana",0
"9720",5995,8641,2.08,"minute.maid",0
"9721",12293,5760,1.9,"dominicks",0
"9723",7904,66368,1.78,"minute.maid",1
"9724",10723,30975,1.51,"minute.maid",0
"9725",12652,7873,1.5,"dominicks",0
"9726",9811,7743,3.16,"tropicana",0
"9728",9225,6335,2.22,"minute.maid",0
"9730",4359,6593,2.81,"tropicana",0
"9731",11410,5825,2,"dominicks",0
"9733",6222,8704,3.05,"tropicana",0
"9734",9179,3648,2.41,"minute.maid",0
"9735",5417,52416,1.93,"minute.maid",1
"9740",5421,20354,2.04,"minute.maid",1
"9742",4321,56319,1.81,"minute.maid",1
"9743",11064,5633,2.42,"tropicana",0
"9744",12522,5247,2.16,"dominicks",0
"9745",8389,2113,3.84,"tropicana",0
"9746",5261,3070,3.58,"tropicana",0
"9748",5113,1664,NA,"dominicks",0
"9750",2548,31040,1.59,"dominicks",1
"9751",4280,10880,1.87,"dominicks",0
"9752",9955,23039,2.14,"minute.maid",1
"9753",7538,21183,2.17,"minute.maid",0
"9754",8854,8832,3.62,"tropicana",0
"9760",1466,18370,1.91,"minute.maid",1
"9762",9209,11712,3.8,"tropicana",0
"9763",8400,4288,NA,"dominicks",0
"9764",8346,15231,1.43,"dominicks",0
"9765",5906,9025,2.2,"tropicana",0
"9766",5860,2817,1.41,"dominicks",0
"9767",5715,44673,1.46,"dominicks",1
"9769",11646,7873,3.38,"tropicana",0
"9770",9931,1856,2,"dominicks",0
"9771",10039,15935,2.44,"tropicana",0
"9772",8765,13375,2.36,"tropicana",0
"9774",346,6018,2.65,"tropicana",1
"9775",12740,31104,2.48,"tropicana",1
"9776",9118,11712,1.51,"dominicks",0
"9777",11795,6336,2.73,"minute.maid",0
"9778",4270,7615,3.2,"minute.maid",0
"9779",4807,24639,1.21,"dominicks",1
"9780",4641,17793,1.63,"dominicks",0
"9781",721,13952,3.83,"tropicana",0
"9782",12097,14081,2.09,"minute.maid",0
"9784",3316,4031,1.99,"dominicks",0
"9785",9439,3137,NA,"minute.maid",0
"9787",8276,6463,NA,"tropicana",0
"9788",12927,26943,2.04,"tropicana",0
"9789",94,6721,2.29,"minute.maid",0
"9790",12452,5698,2.91,"tropicana",0
"9793",636,14270,1.75,"dominicks",1
"9794",4434,110206,NA,"minute.maid",1
"9795",7039,11711,1.52,"dominicks",0
"9796",5781,7040,2.43,"tropicana",0
"9797",12704,8575,2.93,"tropicana",1
"9798",6035,37057,1.5,"dominicks",1
"9800",7379,14270,3.53,"tropicana",0
"9801",1173,14399,2.64,"minute.maid",0
"9802",12928,28670,1.62,"dominicks",1
"9803",4567,5632,2.63,"minute.maid",0
"9804",7413,24129,2.09,"minute.maid",1
"9807",9321,4608,2.23,"dominicks",0
"9808",9234,98241,0.96,"dominicks",1
"9809",6816,2943,3.29,"minute.maid",0
"9810",11632,11133,2.55,"tropicana",0
"9811",1395,26241,2.48,"tropicana",0
"9813",394,29248,2.62,"tropicana",1
"9814",8497,25089,2.12,"tropicana",0
"9815",6836,4606,1.81,"dominicks",0
"9816",5415,148546,1.07,"dominicks",0
"9817",10861,10560,1.65,"dominicks",0
"9818",987,4737,2.44,"minute.maid",0
"9819",227,4419,3.9,"tropicana",0
"9820",11305,16834,1.39,"dominicks",0
"9822",4209,8385,2.76,"tropicana",1
"9823",7157,3327,2.1,"dominicks",0
"9824",10931,7551,2.69,"tropicana",0
"9825",4533,10049,3.54,"tropicana",0
"9826",4823,14140,2.02,"tropicana",0
"9827",1015,8705,2.88,"tropicana",0
"9828",5336,5826,3.07,"tropicana",0
"9829",360,46912,1.8,"dominicks",1
"9831",4069,15871,1.74,"minute.maid",0
"9832",11730,8511,1.17,"dominicks",0
"9834",1799,2817,3.11,"tropicana",0
"9836",10719,9408,1.49,"dominicks",0
"9837",8213,16320,2.18,"tropicana",0
"9839",2860,32129,1.69,"dominicks",0
"9841",3727,35455,0.99,"dominicks",0
"9844",10667,71742,0.93,"dominicks",1
"9845",3221,1663,NA,"dominicks",0
"9846",266,35841,1.87,"dominicks",1
"9847",1474,2368,1.78,"dominicks",0
"9848",1790,29440,2.39,"minute.maid",1
"9854",1787,13184,1.99,"dominicks",0
"9856",12827,105281,1.73,"minute.maid",1
"9857",11060,6593,1.52,"dominicks",0
"9860",6239,11327,2.61,"tropicana",0
"9861",11316,5696,3.35,"tropicana",0
"9862",3562,4863,3.38,"tropicana",0
"9863",10003,642,2.28,"dominicks",0
"9864",1463,10753,1.95,"minute.maid",0
"9865",1175,5121,2.53,"dominicks",0
"9866",12182,7872,1.86,"minute.maid",0
"9867",7862,12223,2.84,"tropicana",0
"9869",7933,7038,1.92,"minute.maid",0
"9870",7149,23360,1.63,"minute.maid",0
"9872",9678,5633,3.89,"tropicana",0
"9874",252,4095,3.1,"minute.maid",0
"9877",4987,12032,1.98,"minute.maid",0
"9878",771,61568,NA,"dominicks",1
"9879",9748,50048,1.56,"dominicks",1
"9880",1160,3710,2.44,"minute.maid",0
"9881",8722,1408,1.41,"dominicks",0
"9882",6711,41089,1.89,"tropicana",0
"9883",477,3072,2.26,"minute.maid",0
"9885",5213,29951,1.29,"dominicks",0
"9887",7185,3585,1.77,"dominicks",0
"9888",2645,48320,1.44,"dominicks",1
"9889",902,6078,2.45,"minute.maid",0
"9890",3077,247936,1.93,"minute.maid",1
"9891",7301,19777,2.15,"dominicks",0
"9892",6441,8640,1.83,"dominicks",0
"9894",11851,112831,1.21,"minute.maid",1
"9895",695,7104,NA,"tropicana",0
"9896",11920,2494,2.29,"minute.maid",0
"9897",1295,8384,2.77,"tropicana",0
"9898",5160,5632,2.98,"tropicana",0
"9899",8746,9089,3.29,"tropicana",0
"9900",9862,3202,2.57,"dominicks",0
"9901",3630,23040,1.78,"dominicks",1
"9902",5625,28673,2.78,"tropicana",1
"9903",10473,7360,3.18,"tropicana",0
"9904",11814,4543,2.06,"dominicks",0
"9906",7437,9215,1.9,"minute.maid",0
"9911",5638,7232,1.82,"dominicks",0
"9913",11528,8448,1.98,"minute.maid",0
"9914",3693,3840,3.87,"tropicana",0
"9915",5697,6592,1.49,"dominicks",0
"9917",1025,7040,1.55,"tropicana",0
"9918",7528,4608,3.19,"tropicana",0
"9919",8123,19008,1.99,"minute.maid",1
"9920",10007,3005,2.61,"minute.maid",0
"9922",7882,114624,1.66,"minute.maid",1
"9923",9711,5697,1.89,"dominicks",0
"9925",4598,6210,2.75,"minute.maid",0
"9926",25,10112,3.1,"tropicana",0
"9927",162,12288,NA,"dominicks",0
"9928",869,5506,3.01,"tropicana",1
"9929",11735,6658,1.7,"dominicks",0
"9931",11256,24063,1.21,"dominicks",0
"9933",10038,5824,NA,"dominicks",0
"9934",7871,7103,1.89,"minute.maid",0
"9935",6181,3521,1.58,"dominicks",0
"9936",11555,5184,2.13,"dominicks",0
"9937",9977,152832,NA,"dominicks",1
"9938",6578,895,2.71,"dominicks",0
"9939",4242,5760,3.13,"tropicana",0
"9941",10222,5632,1.9,"dominicks",0
"9942",10581,13951,1.61,"dominicks",0
"9944",6241,3200,NA,"tropicana",0
"9947",5943,12289,3.44,"tropicana",0
"9948",7810,5506,3.38,"tropicana",0
"9949",3288,4927,1.95,"dominicks",0
"9950",7738,14847,1.5,"dominicks",0
"9951",10895,20864,1.7,"dominicks",0
"9952",12218,6272,2.84,"minute.maid",0
"9953",5030,52991,2.31,"tropicana",0
"9955",2499,13507,1.66,"minute.maid",0
"9956",11038,21824,1.55,"minute.maid",0
"9957",9964,8128,1.66,"dominicks",0
"9959",673,3840,3.01,"tropicana",0
"9960",6954,7359,2.27,"minute.maid",0
"9963",9301,12096,2.24,"minute.maid",0
"9964",5139,8641,2.53,"tropicana",0
"9965",4671,7296,2.99,"tropicana",0
"9967",10986,4032,1.84,"dominicks",0
"9968",5287,26241,1.98,"minute.maid",1
"9969",10209,4673,2.68,"minute.maid",0
"9970",11318,5441,2.9,"minute.maid",0
"9971",1354,5184,1.63,"dominicks",0
"9972",2512,4097,2.61,"tropicana",0
"9973",7655,35136,1.55,"dominicks",1
"9974",3732,1728,2.08,"dominicks",0
"9978",4375,66561,1.32,"minute.maid",1
"9979",4833,20160,2.28,"minute.maid",1
"9981",8747,4225,2.99,"tropicana",0
"9982",9629,79103,1.03,"dominicks",1
"9983",10289,6783,2.94,"tropicana",0
"9984",419,6079,2.98,"minute.maid",0
"9985",3435,8383,1.74,"dominicks",0
"9987",9428,9153,3.2,"tropicana",0
"9988",11636,13760,1.87,"minute.maid",1
"9989",12703,2368,1.59,"dominicks",0
"9990",2811,9598,2.96,"tropicana",1
"9992",10432,12735,2.27,"minute.maid",0
"9993",8834,9726,2.2,"dominicks",0
"9994",10064,5314,2.72,"tropicana",0
"9997",3642,5504,2.49,"minute.maid",0
"9998",9712,16832,3.12,"tropicana",0
"9999",7107,5890,1.9,"minute.maid",0
"10001",2219,1983,2.87,"minute.maid",0
"10003",1414,17727,1.44,"dominicks",1
"10004",7916,1919,2.65,"minute.maid",0
"10005",7918,125760,1.06,"dominicks",1
"10006",1227,16257,1.7,"dominicks",0
"10011",11357,22144,2.28,"minute.maid",1
"10012",10939,3776,2.57,"minute.maid",0
"10014",2486,7105,2.38,"minute.maid",0
"10015",10899,5568,3.29,"tropicana",0
"10016",2591,2178,2.06,"dominicks",0
"10019",2100,21311,2.04,"minute.maid",1
"10020",6459,59070,2.01,"tropicana",1
"10021",9017,5118,1.85,"dominicks",0
"10022",3951,3583,1.93,"minute.maid",0
"10023",10044,2305,2.62,"minute.maid",0
"10024",11261,21950,2.18,"minute.maid",0
"10026",4906,7998,3.05,"tropicana",0
"10028",5126,14082,3.59,"tropicana",1
"10029",9199,13057,1.94,"minute.maid",0
"10030",6413,3454,2.16,"minute.maid",0
"10031",10409,1921,1.51,"dominicks",1
"10032",10907,11520,1.89,"tropicana",0
"10034",229,22016,1.62,"dominicks",1
"10038",3903,12609,2.41,"tropicana",0
"10039",10185,4096,2.6,"minute.maid",0
"10040",1206,17407,1.77,"dominicks",1
"10041",9468,6144,2.84,"dominicks",0
"10043",9349,15806,3.08,"tropicana",0
"10044",10740,11585,2.74,"minute.maid",0
"10045",8037,4223,4.17,"tropicana",0
"10047",1386,3839,2.65,"minute.maid",0
"10048",762,10943,1.03,"dominicks",0
"10049",9620,16769,2.5,"tropicana",0
"10051",5876,4736,3.28,"minute.maid",0
"10052",1721,6080,3.01,"tropicana",0
"10056",6481,4928,1.93,"dominicks",0
"10057",12163,25727,2.81,"tropicana",0
"10058",9027,6783,2.97,"tropicana",0
"10059",10952,8190,2.59,"minute.maid",1
"10060",4529,19199,1.56,"dominicks",0
"10064",1961,4417,2.67,"dominicks",0
"10065",2540,23935,2.28,"tropicana",1
"10067",11904,15168,3.11,"tropicana",0
"10068",210,38464,2.39,"minute.maid",1
"10069",5324,8766,2.14,"minute.maid",0
"10070",10487,10241,2.06,"minute.maid",0
"10071",4078,4032,2.41,"minute.maid",0
"10072",3012,27328,1.91,"minute.maid",0
"10073",9880,4545,2.7,"minute.maid",0
"10074",11328,3137,1.64,"dominicks",0
"10075",3980,127,1.52,"dominicks",0
"10076",10173,961,2.24,"dominicks",0
"10077",6342,165377,1.62,"dominicks",0
"10079",10650,30977,2.09,"minute.maid",1
"10080",11293,12799,1.79,"dominicks",0
"10082",10271,7105,1.53,"dominicks",0
"10085",6789,2625,3.23,"tropicana",0
"10086",4966,13886,1.5,"dominicks",0
"10087",2912,9088,1.9,"dominicks",0
"10088",305,37185,NA,"dominicks",0
"10089",11828,13951,2.12,"minute.maid",0
"10090",6387,14079,1.48,"minute.maid",0
"10092",9267,3649,1.32,"dominicks",0
"10093",5792,5055,1.74,"dominicks",0
"10095",4895,4033,3.29,"minute.maid",0
"10096",4640,4864,1.89,"minute.maid",0
"10097",3553,3841,2.58,"minute.maid",1
"10098",10820,11391,1.48,"dominicks",1
"10100",8758,12800,1.76,"minute.maid",0
"10102",3145,10946,2.55,"tropicana",0
"10103",4907,4671,2.19,"minute.maid",0
"10105",10014,14593,2.05,"minute.maid",0
"10106",9211,4354,3.53,"tropicana",0
"10107",2379,33663,1.51,"dominicks",1
"10110",8261,13121,2.34,"tropicana",0
"10111",12202,11392,3.16,"tropicana",0
"10112",1464,7935,1.69,"dominicks",0
"10113",11199,4863,1.71,"dominicks",0
"10114",12303,3457,1.95,"minute.maid",0
"10115",4960,6080,2.14,"minute.maid",0
"10117",12591,21759,1.77,"minute.maid",1
"10118",4060,3200,2.04,"dominicks",0
"10120",9170,98624,2.47,"tropicana",1
"10122",10353,4928,2.81,"tropicana",0
"10123",11342,6911,NA,"tropicana",0
"10124",6865,7682,1.4,"dominicks",0
"10125",7289,704,2.67,"dominicks",1
"10126",9247,4097,1.01,"dominicks",0
"10127",6005,60673,1.88,"minute.maid",1
"10128",9322,4160,2.2,"minute.maid",0
"10130",6169,67135,0.78,"dominicks",1
"10131",4378,4480,2.64,"minute.maid",1
"10132",10186,2882,2.48,"minute.maid",0
"10133",1107,5120,2.57,"minute.maid",0
"10134",11043,6337,2.23,"minute.maid",0
"10135",12224,3009,2.01,"dominicks",0
"10136",10037,3586,2.4,"minute.maid",0
"10137",2008,4096,3.72,"tropicana",0
"10138",5542,10817,3.14,"tropicana",0
"10139",5043,35008,1.78,"dominicks",1
"10141",7051,9728,1.57,"minute.maid",0
"10142",643,8704,2.4,"minute.maid",0
"10143",7965,5825,3.4,"tropicana",0
"10144",5610,26496,1.53,"dominicks",1
"10146",5897,8705,2.08,"minute.maid",0
"10147",10738,6848,3.2,"tropicana",0
"10148",10456,7745,3.32,"tropicana",0
"10149",11321,7296,3.03,"tropicana",0
"10150",2241,26239,1.01,"dominicks",0
"10151",8025,7872,2.05,"dominicks",0
"10153",10464,7937,1.8,"dominicks",0
"10154",11340,17153,2.01,"minute.maid",1
"10155",7728,7872,1.26,"dominicks",0
"10156",10404,9153,2.46,"minute.maid",0
"10157",7648,2049,3.1,"tropicana",0
"10160",10880,8321,2.02,"minute.maid",0
"10161",2039,15296,1.61,"dominicks",1
"10162",7010,16192,1.37,"dominicks",0
"10163",6746,3969,2.51,"minute.maid",0
"10164",5339,5439,3.1,"tropicana",0
"10165",6606,17023,3,"tropicana",0
"10166",2996,5632,3.72,"tropicana",0
"10167",1101,10303,3,"minute.maid",0
"10169",672,10367,2.5,"tropicana",0
"10170",11077,5056,1.96,"dominicks",0
"10171",7449,11840,3.26,"tropicana",0
"10172",12448,11712,2.06,"minute.maid",0
"10173",26,3265,2.55,"dominicks",0
"10174",3452,4863,3.77,"tropicana",0
"10177",12385,5439,2.53,"minute.maid",0
"10178",6105,8959,2.57,"tropicana",0
"10179",6688,77312,2.02,"minute.maid",1
"10181",12527,5246,2.62,"minute.maid",0
"10182",5544,35457,1.57,"dominicks",1
"10183",9124,6079,2.26,"dominicks",0
