"","id","price","brand","feat"
"8902",8258,1.04,"dominicks",1
"8905",2538,3.56,"tropicana",0
"8908",4005,1.32,"dominicks",0
"8910",6524,3.22,"tropicana",0
"8917",2930,NA,"dominicks",0
"8918",3880,1.29,"minute.maid",1
"8919",11179,3.31,"tropicana",0
"8930",5695,1.91,"minute.maid",0
"8932",11595,0.99,"dominicks",1
"8933",12272,1.89,"tropicana",1
"8934",10396,2.64,"minute.maid",0
"8935",5857,1.94,"tropicana",0
"8936",649,1.6,"minute.maid",1
"8945",10371,2.32,"tropicana",0
"8950",7127,2.07,"minute.maid",0
"8952",12062,2.53,"tropicana",1
"8956",9546,2.26,"tropicana",0
"8960",12298,3.07,"minute.maid",0
"8961",10938,1.66,"dominicks",1
"8965",8393,2.07,"dominicks",0
"8967",2745,2.18,"minute.maid",0
"8969",4605,3.13,"tropicana",0
"8970",8101,1.55,"dominicks",1
"8981",6860,2.13,"minute.maid",0
"8984",437,2.47,"minute.maid",0
"8986",4508,NA,"dominicks",0
"8987",9710,1.81,"minute.maid",0
"8988",6127,1.92,"minute.maid",1
"8990",10669,1.32,"dominicks",0
"8991",568,3,"tropicana",0
"8992",8212,1.75,"minute.maid",1
"8996",1676,2.19,"minute.maid",0
"8997",10876,2.79,"tropicana",0
"8998",5486,1.61,"minute.maid",0
"8999",4399,3.19,"minute.maid",0
"9000",4263,1.61,"minute.maid",0
"9003",361,2.74,"tropicana",0
"9006",5873,3.1,"minute.maid",0
"9007",3515,1.37,"dominicks",0
"9010",7977,NA,"dominicks",0
"9013",652,3.32,"tropicana",0
"9019",5974,2.16,"minute.maid",0
"9022",8850,2.29,"tropicana",1
"9024",4014,1.86,"dominicks",0
"9027",11782,2.57,"dominicks",0
"9039",11776,3.85,"tropicana",0
"9041",4615,1.28,"dominicks",0
"9045",12415,1.75,"dominicks",0
"9047",12047,1.36,"dominicks",1
"9057",2894,1.88,"dominicks",0
"9059",9579,2.98,"tropicana",0
"9063",4687,2.77,"minute.maid",0
"9065",5868,2.13,"tropicana",1
"9066",5184,2.38,"minute.maid",0
"9069",9603,2.05,"minute.maid",1
"9070",2405,2.91,"tropicana",0
"9072",8314,2.79,"tropicana",0
"9073",6883,2.93,"tropicana",0
"9075",9622,2.35,"tropicana",0
"9076",8504,2.41,"tropicana",0
"9080",5142,1.63,"minute.maid",1
"9084",12051,NA,"minute.maid",0
"9085",8109,1.68,"dominicks",0
"9086",5622,1.49,"dominicks",0
"9087",654,NA,"minute.maid",0
"9089",11915,2.41,"minute.maid",1
"9090",10236,2.31,"tropicana",0
"9091",613,3.14,"tropicana",0
"9092",8745,NA,"dominicks",0
"9101",4428,2.12,"minute.maid",0
"9102",12579,2,"minute.maid",0
"9103",1049,3.14,"minute.maid",0
"9104",12651,3.04,"tropicana",0
"9106",5931,2.55,"minute.maid",0
"9107",7844,1.72,"dominicks",0
"9108",11474,2.1,"dominicks",0
"9110",1657,1.41,"dominicks",0
"9115",6513,2.18,"minute.maid",0
"9117",9366,1.33,"dominicks",0
"9120",1481,NA,"minute.maid",1
"9121",4834,1.66,"dominicks",0
"9132",4478,1.83,"minute.maid",0
"9141",2451,1.55,"dominicks",0
"9145",12406,2.25,"dominicks",0
"9151",7235,1.59,"dominicks",0
"9163",7053,2.02,"minute.maid",0
"9166",6433,2,"dominicks",0
"9171",4511,3.59,"tropicana",1
"9177",9753,3.47,"tropicana",0
"9182",9070,2.35,"tropicana",0
"9183",4625,1.94,"dominicks",0
"9203",12268,2.04,"tropicana",0
"9206",10882,1.77,"dominicks",0
"9218",7776,1.98,"tropicana",1
"9220",7897,2.37,"tropicana",0
"9230",3228,1.44,"dominicks",0
"9231",7703,NA,"dominicks",0
"9236",5489,2.38,"dominicks",0
"9237",8473,1.67,"dominicks",0
"9240",963,2.36,"minute.maid",0
"9242",5051,1.7,"dominicks",0
"9246",5296,NA,"dominicks",0
"9249",11834,3.03,"tropicana",0
"9265",5018,2.43,"minute.maid",0
"9267",5752,2.3,"dominicks",0
"9268",7311,1.44,"minute.maid",0
"9273",12861,1.92,"minute.maid",0
"9277",940,3.93,"tropicana",0
"9286",1544,3.23,"tropicana",0
"9289",3995,2.64,"tropicana",0
"9297",1253,1.92,"minute.maid",0
"9303",5919,3.49,"tropicana",0
"9305",2898,2.56,"tropicana",0
"9308",5818,1.44,"dominicks",0
"9310",7394,3.28,"tropicana",0
"9314",3116,1.49,"dominicks",0
"9315",12679,2.91,"minute.maid",0
"9320",2672,2.31,"tropicana",0
"9322",7915,1.58,"tropicana",1
"9323",4850,3.25,"tropicana",0
"9325",1112,2,"tropicana",1
"9327",2112,2.49,"tropicana",1
"9329",1914,3.32,"tropicana",0
"9331",12115,1.91,"dominicks",0
"9333",3866,1.64,"dominicks",0
"9338",2694,2.76,"minute.maid",0
"9339",3211,2.9,"tropicana",0
"9343",8340,NA,"tropicana",0
"9350",389,2.72,"tropicana",0
"9359",1939,1.51,"dominicks",0
"9361",946,1.8,"dominicks",0
"9362",9292,1.49,"dominicks",0
"9363",10336,2.3,"minute.maid",0
"9364",8902,1.5,"dominicks",0
"9368",8008,2.09,"dominicks",0
"9369",12288,3.04,"tropicana",0
"9378",12061,3.73,"tropicana",0
"9380",6723,2.54,"tropicana",1
"9381",6310,2.03,"minute.maid",1
"9382",5322,2.1,"dominicks",0
"9384",6475,2.22,"minute.maid",0
"9385",6339,2.19,"minute.maid",1
"9386",6427,1.99,"minute.maid",0
"9391",3608,1.53,"dominicks",0
"9392",11512,2.3,"minute.maid",0
"9395",10688,2.41,"minute.maid",1
"9396",7845,2.61,"minute.maid",0
"9407",1098,NA,"dominicks",1
"9414",7876,3.69,"tropicana",0
"9418",12458,3.05,"tropicana",0
"9421",11533,2.95,"tropicana",1
"9424",4597,2.45,"minute.maid",1
"9440",143,2.35,"minute.maid",0
"9441",8582,3.53,"tropicana",0
"9442",3570,2.41,"minute.maid",0
"9450",7083,2.19,"minute.maid",0
"9452",7440,1.23,"dominicks",1
"9454",6126,2.31,"tropicana",1
"9460",9025,2.86,"tropicana",0
"9474",410,1.58,"dominicks",0
"9479",6029,1.97,"tropicana",1
"9482",5073,3.79,"tropicana",0
"9485",7550,2.98,"minute.maid",0
"9486",8278,2.35,"tropicana",0
"9503",10733,NA,"dominicks",0
"9504",9913,2.55,"minute.maid",0
"9511",8990,2.31,"minute.maid",0
"9513",9487,2.65,"dominicks",0
"9514",179,2.1,"tropicana",1
"9515",12221,1.57,"dominicks",1
"9518",4098,2.43,"tropicana",1
"9519",8652,1.66,"dominicks",0
"9520",10016,2.21,"minute.maid",0
"9527",4320,1.89,"minute.maid",0
"9531",3705,1.92,"minute.maid",0
"9537",4953,2.95,"tropicana",0
"9554",2278,NA,"minute.maid",0
"9564",8595,2.04,"dominicks",1
"9566",9033,2.65,"minute.maid",0
"9568",5504,2.73,"tropicana",0
"9570",7493,2.2,"minute.maid",0
"9574",8847,3.05,"tropicana",0
"9579",7771,3.29,"tropicana",0
"9580",3400,3.51,"tropicana",0
"9582",2492,2.19,"dominicks",0
"9593",2678,2.35,"tropicana",0
"9597",750,1.62,"dominicks",1
"9599",2424,1.01,"dominicks",1
"9601",12441,3.16,"tropicana",0
"9610",11299,2.93,"tropicana",0
"9614",2381,0.87,"dominicks",0
"9621",1241,1.52,"dominicks",0
"9622",5654,2.74,"tropicana",0
"9623",11910,3.24,"minute.maid",0
"9628",9432,2.16,"minute.maid",0
"9629",6560,2.48,"minute.maid",0
"9634",9238,3.08,"minute.maid",0
"9637",959,1.86,"minute.maid",0
"9647",9467,1.6,"dominicks",0
"9649",4169,2.24,"minute.maid",1
"9654",11098,1.31,"dominicks",0
"9656",3073,1.23,"minute.maid",1
"9659",12325,2.98,"tropicana",0
"9661",5334,2.1,"minute.maid",0
"9671",10617,1.89,"dominicks",0
"9680",6026,1.62,"dominicks",0
"9681",7822,2.18,"minute.maid",1
"9684",6304,3.11,"minute.maid",0
"9685",8210,1.5,"dominicks",1
"9687",7398,1.95,"minute.maid",0
"9692",11824,1.78,"dominicks",0
"9697",403,3.27,"tropicana",0
"9710",9480,1.68,"dominicks",1
"9714",10539,NA,"dominicks",0
"9715",5259,2.32,"minute.maid",0
"9717",10200,2.81,"minute.maid",0
"9722",7356,1.47,"dominicks",1
"9727",12229,2.01,"dominicks",0
"9729",6500,1.47,"minute.maid",1
"9732",3508,1.98,"minute.maid",1
"9736",12035,1.33,"dominicks",0
"9737",709,2.61,"minute.maid",0
"9738",1009,NA,"tropicana",1
"9739",12476,2.02,"dominicks",0
"9741",574,1.88,"minute.maid",1
"9747",7579,1.18,"dominicks",1
"9749",3692,2.9,"tropicana",0
"9755",10638,1.63,"dominicks",0
"9756",2689,1.51,"minute.maid",0
"9757",10307,1.78,"minute.maid",0
"9758",7364,1.86,"dominicks",0
"9759",5571,3,"minute.maid",0
"9761",3171,1.72,"minute.maid",0
"9768",9081,1.8,"minute.maid",1
"9773",10090,2.43,"minute.maid",0
"9783",9423,3.07,"tropicana",0
"9786",531,2.31,"minute.maid",0
"9791",3249,1.97,"tropicana",0
"9792",5432,2.93,"tropicana",0
"9799",7223,3.48,"tropicana",0
"9805",12722,1.64,"dominicks",0
"9806",2759,1.83,"minute.maid",0
"9812",11689,2.61,"tropicana",0
"9821",4195,2.13,"dominicks",0
"9830",5344,1.24,"dominicks",0
"9833",4547,3.43,"tropicana",0
"9835",6653,3.55,"tropicana",0
"9838",12485,2.33,"minute.maid",0
"9840",1624,2.45,"tropicana",0
"9842",6703,3.4,"tropicana",0
"9843",9285,1.89,"minute.maid",1
"9849",7044,1.76,"dominicks",1
"9850",6951,2.8,"tropicana",0
"9851",4286,NA,"dominicks",0
"9852",1016,2.39,"tropicana",0
"9853",12568,1.55,"dominicks",0
"9855",7841,2.73,"tropicana",0
"9858",12356,2.05,"tropicana",1
"9859",3831,2.06,"minute.maid",0
"9868",3000,3.53,"tropicana",0
"9871",1328,1.41,"dominicks",0
"9873",12499,NA,"minute.maid",1
"9875",5730,1.84,"minute.maid",1
"9876",63,1.47,"dominicks",0
"9884",8932,1.68,"dominicks",0
"9886",11249,2.32,"tropicana",0
"9893",4773,2.8,"minute.maid",0
"9905",8727,1.69,"minute.maid",1
"9907",2687,3.26,"tropicana",0
"9908",3530,1.62,"dominicks",0
"9909",2477,3.65,"tropicana",0
"9910",7017,2.17,"minute.maid",1
"9912",11375,1.69,"dominicks",0
"9916",10348,NA,"dominicks",0
"9921",4878,1.55,"dominicks",0
"9924",3184,2.04,"minute.maid",1
"9930",1907,1.75,"dominicks",0
"9932",2189,1.74,"dominicks",1
"9940",10083,3.17,"tropicana",0
"9943",8586,3.85,"tropicana",0
"9945",11028,2.73,"minute.maid",0
"9946",482,2.24,"tropicana",0
"9954",6392,1.66,"dominicks",0
"9958",12438,1.93,"minute.maid",0
"9961",11760,1.67,"dominicks",1
"9962",2985,3.2,"tropicana",0
"9966",8043,2.66,"minute.maid",0
"9975",10511,3.53,"tropicana",0
"9976",11873,1.67,"minute.maid",1
"9977",5707,1.95,"minute.maid",0
"9980",9259,2.87,"tropicana",0
"9986",12392,2.88,"tropicana",1
"9991",2120,2.4,"tropicana",0
"9995",6863,1.58,"dominicks",0
"9996",3401,3.56,"tropicana",0
"10000",1225,1.89,"minute.maid",1
"10002",12393,1.77,"dominicks",0
"10007",8904,2.28,"minute.maid",0
"10008",4160,3.02,"tropicana",0
"10009",8647,1.86,"minute.maid",0
"10010",11488,2.44,"tropicana",1
"10013",7800,2.23,"dominicks",0
"10017",1894,NA,"tropicana",0
"10018",9055,2.79,"tropicana",0
"10025",148,2.28,"minute.maid",1
"10027",4199,1.2,"dominicks",1
"10033",12059,2.68,"tropicana",0
"10035",9127,3.2,"tropicana",0
"10036",3356,0.8,"dominicks",1
"10037",6330,2.58,"minute.maid",0
"10042",9129,2.49,"minute.maid",1
"10046",12422,1.77,"dominicks",0
"10050",9402,NA,"dominicks",1
"10053",1234,1.74,"dominicks",0
"10054",9907,2.52,"minute.maid",1
"10055",1389,1.76,"dominicks",0
"10061",10690,2.63,"minute.maid",0
"10062",3982,2.48,"minute.maid",0
"10063",758,2.5,"minute.maid",0
"10066",3846,2.07,"minute.maid",0
"10078",3140,2.66,"minute.maid",0
"10081",9763,2.78,"minute.maid",0
"10083",6197,1.88,"minute.maid",0
"10084",8215,2.04,"tropicana",0
"10091",11282,1.69,"dominicks",1
"10094",290,1.88,"tropicana",1
"10099",6538,1.56,"dominicks",0
"10101",9130,1.65,"dominicks",1
"10104",10188,2,"minute.maid",0
"10108",1215,2.59,"tropicana",1
"10109",558,2.03,"minute.maid",0
"10116",7709,2.04,"minute.maid",0
"10119",1169,2.3,"minute.maid",0
"10121",12757,3.14,"tropicana",0
"10129",2117,1.62,"dominicks",0
"10140",9427,2.42,"minute.maid",0
"10145",2004,2.9,"minute.maid",0
"10152",6336,2.09,"tropicana",1
"10158",12714,1.85,"dominicks",0
"10159",9060,1.84,"minute.maid",0
"10168",3487,2.53,"minute.maid",1
"10175",4705,1.78,"dominicks",0
"10176",8028,1.54,"minute.maid",1
"10180",10776,1.34,"dominicks",1
"10186",12922,3.64,"tropicana",0
"10191",3098,1.99,"minute.maid",0
"10199",4129,1.76,"minute.maid",1
"10200",4908,2.94,"minute.maid",0
"10205",85,2.1,"minute.maid",0
"10210",5187,2.87,"minute.maid",0
"10211",154,2.26,"minute.maid",0
"10212",7747,2.16,"dominicks",0
"10215",7652,1.99,"dominicks",0
"10216",2078,2.48,"tropicana",0
"10218",11995,1.59,"dominicks",0
"10222",2627,2.91,"minute.maid",0
"10230",65,1.8,"minute.maid",0
"10232",4527,3.32,"tropicana",0
"10238",3895,1.41,"dominicks",0
"10245",8489,2.19,"minute.maid",0
"10247",10711,1.97,"minute.maid",1
"10248",10990,2.83,"tropicana",0
"10249",12125,1.52,"minute.maid",0
"10251",9216,2.36,"minute.maid",0
"10255",328,1.56,"dominicks",1
"10256",11216,NA,"dominicks",1
"10257",12647,2.56,"minute.maid",0
"10258",5519,2.87,"tropicana",0
"10259",984,1.62,"dominicks",0
"10264",7805,1.92,"dominicks",1
"10267",1268,2.85,"tropicana",1
"10268",12080,1.66,"dominicks",1
"10272",7774,1.5,"dominicks",0
"10279",7570,2.45,"minute.maid",0
"10281",4486,1.52,"dominicks",0
"10288",39,2.83,"minute.maid",0
"10303",11210,1.66,"dominicks",0
"10304",12616,1.42,"dominicks",1
"10308",9144,2.04,"minute.maid",1
"10309",11823,2.97,"tropicana",0
"10316",11385,1.86,"dominicks",1
"10318",8106,1.9,"dominicks",0
"10319",5153,2.74,"tropicana",1
"10338",6167,2.67,"dominicks",0
"10340",5155,3.63,"tropicana",0
"10341",7054,1.03,"dominicks",1
"10345",9702,2.71,"tropicana",0
"10353",4699,3.24,"tropicana",0
"10354",3083,2.17,"minute.maid",1
"10355",87,2.56,"minute.maid",0
"10362",9897,2.52,"tropicana",1
"10363",8720,3.3,"tropicana",0
"10364",8811,3.5,"tropicana",0
"10368",9108,1.86,"tropicana",1
"10370",3279,1.8,"dominicks",0
"10371",5867,1.6,"dominicks",0
"10377",4482,2.2,"dominicks",0
"10385",1667,2.37,"minute.maid",0
"10386",7510,3.23,"tropicana",0
"10388",5041,NA,"dominicks",0
"10389",1399,1.71,"dominicks",0
"10394",1138,3.57,"tropicana",0
"10398",10124,2.48,"minute.maid",0
"10399",7605,2.25,"dominicks",0
"10401",6351,2.52,"minute.maid",0
"10402",10601,2.41,"minute.maid",0
"10404",7561,2.02,"dominicks",0
"10406",7702,1.2,"minute.maid",1
"10413",7477,1.9,"minute.maid",1
"10420",10714,3.05,"tropicana",0
"10421",6188,NA,"minute.maid",0
"10429",2839,1.82,"minute.maid",1
"10431",9924,3.3,"tropicana",1
"10433",11153,1.51,"dominicks",1
"10436",4792,1.66,"dominicks",0
"10439",1759,2.34,"minute.maid",0
"10442",5122,2.09,"minute.maid",1
"10445",11996,1.38,"dominicks",0
"10447",1390,1.93,"minute.maid",0
"10451",12577,2.41,"minute.maid",1
"10454",6917,NA,"tropicana",0
"10455",12323,2.04,"dominicks",0
"10458",960,1.91,"tropicana",0
"10460",12388,1.94,"tropicana",0
"10463",744,1.45,"minute.maid",0
"10464",4000,2.55,"dominicks",0
"10469",5613,1.95,"minute.maid",1
"10471",2365,3.64,"tropicana",0
"10481",4040,1.82,"dominicks",0
"10491",4419,1.94,"dominicks",0
"10493",11547,3.07,"minute.maid",0
"10498",3069,1.72,"dominicks",0
"10500",12726,1.9,"tropicana",1
"10505",9925,1.65,"dominicks",0
"10516",7262,3.55,"tropicana",0
"10519",9330,2.18,"minute.maid",1
"10528",11925,2.03,"minute.maid",1
"10531",11888,3.23,"tropicana",0
"10533",1801,2.32,"tropicana",0
"10535",1120,1.79,"tropicana",1
"10540",2412,1.54,"dominicks",1
"10544",10983,1.42,"minute.maid",0
"10546",2400,3.65,"tropicana",0
"10550",7105,3.03,"minute.maid",0
"10556",7922,2.95,"minute.maid",0
"10558",9526,2.27,"tropicana",0
"10561",5652,1.41,"dominicks",0
"10563",8611,2.28,"minute.maid",0
"10568",6824,1.99,"minute.maid",1
"10572",6283,1.66,"dominicks",0
"10575",3552,3.01,"tropicana",0
"10576",6988,1.93,"tropicana",1
"10581",12171,2.59,"minute.maid",0
"10588",12727,1.54,"dominicks",1
"10590",6052,2.67,"minute.maid",1
"10600",7539,2.02,"tropicana",1
"10602",11289,2.38,"minute.maid",0
"10603",7507,1.16,"dominicks",0
"10605",3392,2.59,"minute.maid",1
"10606",9424,2.08,"dominicks",0
"10607",7148,1.41,"dominicks",0
"10624",5144,1.54,"dominicks",0
"10630",6004,2.16,"dominicks",0
"10631",4422,1.69,"dominicks",1
"10633",2071,2.83,"dominicks",0
"10640",10046,3.28,"tropicana",0
"10641",10999,3.04,"tropicana",0
"10642",245,3.33,"tropicana",0
"10645",8870,2.39,"minute.maid",0
"10650",4793,2.31,"minute.maid",0
"10654",12738,2.81,"minute.maid",0
"10655",3424,1.74,"dominicks",0
"10659",5019,2.77,"minute.maid",0
"10661",1039,3.48,"tropicana",0
"10663",2603,2.34,"minute.maid",1
"10665",11217,1.81,"dominicks",0
"10670",6844,3.21,"tropicana",0
"10673",8296,2.49,"minute.maid",1
"10674",2276,1.55,"dominicks",1
"10691",2675,2.81,"tropicana",0
"10696",943,3.21,"tropicana",0
"10697",7739,2.22,"minute.maid",1
"10699",3225,2.86,"minute.maid",1
"10701",8653,2.16,"dominicks",0
"10704",9329,2.09,"dominicks",0
"10705",9132,1.9,"minute.maid",0
"10707",12238,2.06,"minute.maid",0
"10717",8335,NA,"tropicana",0
"10720",10055,2.4,"minute.maid",1
"10722",11032,1.62,"dominicks",0
"10724",8075,1.26,"dominicks",1
"10726",8064,2.31,"minute.maid",1
"10729",546,2.09,"minute.maid",1
"10744",5946,2.22,"minute.maid",1
"10746",1547,1.96,"minute.maid",1
"10747",8057,2.39,"minute.maid",1
"10749",11863,1.66,"dominicks",0
"10752",9254,2.1,"minute.maid",1
"10753",4436,2,"minute.maid",1
"10754",9257,2.59,"minute.maid",0
"10760",8640,1.99,"minute.maid",0
"10766",10139,2.38,"minute.maid",0
"10768",2725,3.15,"tropicana",1
"10774",9483,1.22,"dominicks",0
"10777",9084,1.61,"dominicks",1
"10779",2876,1.13,"dominicks",0
"10780",2018,2.34,"minute.maid",0
"10786",1692,1.85,"dominicks",0
"10787",7024,2.01,"minute.maid",0
"10793",2673,3.66,"tropicana",0
"10801",11174,3.31,"tropicana",0
"10805",10299,1.74,"minute.maid",0
"10806",3393,1.83,"minute.maid",0
"10807",754,NA,"minute.maid",0
"10809",11366,2.75,"minute.maid",0
"10810",3315,2.46,"tropicana",1
"10824",7021,0.93,"dominicks",0
"10826",4841,2.72,"minute.maid",0
"10827",11368,2.65,"tropicana",1
"10835",1283,2.66,"minute.maid",1
"10836",2441,1.62,"dominicks",0
"10847",12462,1.75,"dominicks",0
"10848",12311,2.75,"tropicana",0
"10849",504,2.87,"tropicana",0
"10856",10453,1.36,"dominicks",0
"10859",782,1.92,"dominicks",0
"10862",7604,1.75,"tropicana",0
"10867",467,1.92,"dominicks",0
"10868",9953,2.77,"dominicks",0
"10874",11505,3.08,"tropicana",0
"10879",10304,3.37,"tropicana",0
"10896",7296,2.85,"tropicana",0
"10902",11424,1.52,"dominicks",0
"10903",3007,2.01,"tropicana",0
"10912",3640,1.92,"tropicana",0
"10927",7903,1.56,"dominicks",0
"10931",3694,0.96,"dominicks",1
"10938",3308,2.21,"minute.maid",0
"10941",10851,1.85,"dominicks",0
"10943",9224,1.62,"dominicks",1
"10952",11087,1.78,"minute.maid",1
"10954",7993,1.85,"minute.maid",0
"10960",7806,1.81,"dominicks",0
"10964",4674,0.92,"dominicks",1
"10967",1487,3.09,"tropicana",0
"10969",12829,1.95,"minute.maid",0
"10977",978,2.49,"tropicana",0
"10984",12185,1.85,"dominicks",0
"10987",5719,1.63,"dominicks",0
"10999",4961,2.53,"minute.maid",0
"11003",9684,2.28,"dominicks",0
"11008",12296,3.61,"tropicana",0
"11014",10393,3.14,"tropicana",0
"11016",12496,2.5,"tropicana",0
"11024",4563,1.53,"dominicks",0
"11025",7023,1.62,"dominicks",0
"11027",2212,1.98,"tropicana",0
"11028",11661,2.08,"minute.maid",0
"11029",5636,2.2,"tropicana",0
"11036",1282,1.66,"dominicks",0
"11037",12710,1.95,"tropicana",1
"11040",12624,NA,"tropicana",0
"11043",9922,3.15,"tropicana",1
"11047",12852,2.57,"minute.maid",0
"11050",7623,2.29,"tropicana",0
"11056",4347,2.56,"minute.maid",0
"11061",10050,1.84,"dominicks",0
"11063",9865,2.21,"dominicks",0
"11069",5773,1.67,"dominicks",0
"11075",6229,3.08,"minute.maid",0
"11076",3216,1.79,"minute.maid",0
"11079",2135,2.43,"minute.maid",1
"11083",8648,1.65,"dominicks",1
"11085",8471,2.96,"minute.maid",0
"11086",11666,2.31,"tropicana",0
"11096",8395,2.18,"tropicana",0
"11097",2578,1.45,"dominicks",1
"11102",3886,2.38,"tropicana",0
"11105",1666,2.35,"minute.maid",0
"11106",432,2.1,"tropicana",0
"11107",7566,3.37,"tropicana",0
"11109",7804,2.44,"tropicana",0
"11111",8907,1.65,"minute.maid",0
"11115",12515,2.59,"tropicana",0
"11116",12894,2.57,"tropicana",1
"11119",9474,3.29,"tropicana",0
"11127",11420,2.51,"minute.maid",1
"11133",11181,1.35,"minute.maid",1
"11137",4787,1.69,"dominicks",0
"11142",7949,1.83,"minute.maid",0
"11145",6036,1.94,"dominicks",1
"11146",7391,NA,"tropicana",0
"11153",11470,2.03,"minute.maid",0
"11155",11590,1.94,"minute.maid",0
"11157",352,1.96,"dominicks",0
"11159",9787,2.81,"dominicks",0
"11164",4516,1.86,"tropicana",1
"11181",5926,2.44,"tropicana",0
"11182",966,2.44,"dominicks",1
"11184",8397,3.57,"tropicana",0
"11187",11509,2.53,"tropicana",0
"11191",9309,1.68,"dominicks",0
"11195",9266,2,"dominicks",0
"11196",11014,2.79,"tropicana",0
"11209",10091,3.78,"tropicana",0
"11212",2888,1.34,"dominicks",1
"11213",5132,3.09,"minute.maid",0
"11216",11789,2.06,"dominicks",0
"11217",2690,1.62,"dominicks",0
"11218",11857,3.68,"tropicana",0
"11220",8700,NA,"dominicks",0
"11229",6490,2.93,"tropicana",0
"11230",2887,NA,"minute.maid",1
"11234",10683,2.72,"minute.maid",0
"11243",8368,1.87,"minute.maid",0
"11249",5472,NA,"tropicana",0
"11250",2927,1.82,"minute.maid",0
"11253",2176,2.93,"tropicana",0
"11263",9985,2.57,"dominicks",0
"11265",7877,1.89,"dominicks",0
"11271",2322,1.63,"dominicks",0
"11277",6516,2.99,"tropicana",0
"11288",2028,2.84,"dominicks",0
"11294",1161,1.23,"dominicks",1
"11296",1588,1.94,"minute.maid",0
"11300",6432,2.48,"minute.maid",0
"11305",544,1.93,"minute.maid",0
"11307",5980,2.79,"tropicana",0
"11314",948,1.98,"minute.maid",1
"11319",2146,2.12,"minute.maid",0
"11321",1820,2.29,"minute.maid",0
"11324",9030,1.91,"minute.maid",0
"11325",11109,1.84,"tropicana",1
"11327",7865,2.08,"minute.maid",1
"11331",4837,1.83,"tropicana",1
"11332",9077,2,"minute.maid",1
"11333",8948,2.53,"tropicana",0
"11335",233,1.37,"dominicks",1
"11338",2044,1.83,"minute.maid",0
"11342",8686,1.48,"dominicks",0
"11345",9106,1.75,"dominicks",0
"11347",8044,2.06,"dominicks",0
"11350",2218,NA,"tropicana",0
"11353",2908,1.49,"dominicks",1
"11358",12557,3.42,"tropicana",0
"11367",5701,NA,"dominicks",1
"11368",5917,2,"minute.maid",0
"11369",11738,1.12,"dominicks",1
"11372",2533,3.13,"tropicana",0
"11377",6772,1.98,"minute.maid",1
"11379",11455,2.43,"dominicks",0
"11381",11563,1.71,"dominicks",0
"11385",982,1.91,"minute.maid",0
"11387",11801,1.45,"dominicks",1
"11388",7231,3.3,"tropicana",0
"11391",5563,1.97,"tropicana",0
"11395",1652,2.27,"minute.maid",0
"11399",725,2.9,"tropicana",0
"11417",10151,1.91,"minute.maid",0
"11423",11796,2.07,"minute.maid",1
"11428",7415,2.01,"minute.maid",1
"11429",4225,2.05,"tropicana",0
"11432",3852,2.35,"minute.maid",0
"11436",7009,3.07,"minute.maid",0
"11444",12403,2.88,"tropicana",0
"11445",2101,1.47,"dominicks",0
"11451",5740,2.37,"tropicana",0
"11460",8079,2.76,"tropicana",0
"11461",6660,1.58,"dominicks",0
"11462",5561,3.56,"tropicana",0
"11465",10824,3.9,"tropicana",0
"11469",525,3.72,"tropicana",0
"11473",9326,2.09,"dominicks",0
"11484",6551,1.75,"dominicks",1
"11487",5635,2.83,"tropicana",0
"11489",3941,2.27,"minute.maid",0
"11493",7677,2.25,"dominicks",0
"11495",12730,3.35,"tropicana",0
"11496",870,2.31,"minute.maid",0
"11503",11625,2.04,"tropicana",1
"11508",11532,3.76,"tropicana",0
"11509",3350,2.54,"minute.maid",0
"11512",4392,NA,"minute.maid",0
"11518",1037,1.85,"dominicks",1
"11521",3119,1.7,"dominicks",1
"11529",1078,NA,"minute.maid",1
"11536",11710,3,"minute.maid",0
"11537",10580,1.9,"dominicks",0
"11538",9362,1.58,"dominicks",0
"11540",2730,1.35,"dominicks",1
"11554",3439,1.95,"minute.maid",0
"11559",6107,2.31,"minute.maid",0
"11569",1040,1.97,"dominicks",0
"11579",5763,1.82,"dominicks",1
"11583",921,2.15,"dominicks",0
"11591",5669,2.57,"minute.maid",0
"11594",9302,2.37,"minute.maid",0
"11596",2585,2.15,"dominicks",0
"11598",2520,3.97,"tropicana",0
"11601",7681,3.21,"minute.maid",0
"11603",10705,1.45,"dominicks",0
"11604",2030,2.14,"dominicks",1
"11605",7707,1.35,"dominicks",1
"11606",2006,1.4,"dominicks",1
"11613",5219,1.92,"minute.maid",1
"11615",7784,1.72,"dominicks",0
"11616",2197,1.73,"dominicks",0
"11619",5000,1.9,"dominicks",1
"11620",12596,3.07,"tropicana",0
"11625",10023,1.95,"minute.maid",0
"11630",5178,2.72,"minute.maid",0
"11634",4091,1.04,"dominicks",1
"11636",1569,2.4,"tropicana",0
"11639",4318,2.91,"tropicana",0
"11645",10621,2.16,"minute.maid",0
"11647",7831,1.92,"minute.maid",0
"11649",11090,2.2,"minute.maid",1
"11657",3611,3.31,"tropicana",0
"11667",3504,2.21,"minute.maid",0
"11670",810,1.95,"minute.maid",1
"11672",11285,2,"dominicks",0
"11674",10965,2.52,"minute.maid",0
"11677",6352,2.27,"minute.maid",0
"11679",4363,3.11,"tropicana",0
"11685",7764,2.69,"minute.maid",0
"11688",4289,2.11,"minute.maid",1
"11694",8503,2.11,"minute.maid",0
"11697",6579,2.02,"dominicks",0
